Date,Price,Open,High,Low,Vol,Change %
03/15/2023,"24,282.70","24,699.60","25,108.90","23,932.40",614.31K,-1.69%
03/14/2023,"24,699.70","24,121.50","26,365.90","23,994.60",753.06K,2.43%
03/13/2023,"24,114.40","21,994.80","24,406.20","21,859.60",733.63K,9.64%
3/12/2023,"21,994.80","20,465.00","22,028.60","20,294.20",455.69K,7.46%
3/11/2023,"20,467.50","20,156.50","20,669.50","19,796.70",453.46K,1.54%
3/10/2023,"20,156.70","20,362.00","20,362.60","19,591.80",655.27K,-1.01%
3/9/2023,"20,361.80","21,710.80","21,826.50","20,079.60",468.76K,-6.21%
3/8/2023,"21,710.80","22,197.80","22,274.30","21,661.30",316.51K,-2.19%
3/7/2023,"22,197.80","22,410.10","22,535.10","21,968.60",304.75K,-0.95%
3/6/2023,"22,410.00","22,428.20","22,595.40","22,320.10",215.31K,-0.08%
3/5/2023,"22,428.30","22,347.10","22,636.70","22,213.50",160.57K,0.36%
3/4/2023,"22,347.10","22,354.70","22,403.70","22,167.40",123.93K,-0.03%
3/3/2023,"22,354.40","23,465.60","23,473.40","22,051.90",344.63K,-4.73%
3/2/2023,"23,465.40","23,642.20","23,780.50","23,208.70",249.26K,-0.75%
3/1/2023,"23,642.20","23,130.60","23,914.10","23,025.30",328.77K,2.21%
02/28/2023,"23,130.50","23,494.00","23,595.00","23,033.80",275.10K,-1.55%
02/27/2023,"23,494.10","23,558.70","23,876.20","23,166.80",297.65K,-0.27%
02/26/2023,"23,558.70","23,166.10","23,671.80","23,066.00",209.12K,1.69%
02/25/2023,"23,166.10","23,191.30","23,215.30","22,777.40",198.35K,-0.11%
02/24/2023,"23,191.50","23,936.40","24,123.40","22,970.30",367.99K,-3.11%
02/23/2023,"23,936.30","24,186.60","24,590.40","23,637.90",417.46K,-1.03%
02/22/2023,"24,186.60","24,450.70","24,474.30","23,593.40",400.24K,-1.08%
02/21/2023,"24,450.70","24,839.50","25,236.80","24,160.80",395.97K,-1.57%
02/20/2023,"24,839.50","24,302.80","25,085.40","23,868.60",363.02K,2.21%
02/19/2023,"24,302.90","24,631.30","25,175.20","24,273.70",312.64K,-1.33%
02/18/2023,"24,631.40","24,573.50","24,838.90","24,457.00",223.77K,0.24%
02/17/2023,"24,573.50","23,538.20","24,984.70","23,373.00",523.85K,4.39%
02/16/2023,"23,539.60","24,328.10","25,233.80","23,525.90",484.50K,-3.24%
02/15/2023,"24,327.90","22,198.50","24,330.90","22,050.80",401.53K,9.59%
02/14/2023,"22,198.50","21,776.90","22,308.60","21,556.20",378.39K,1.96%
02/13/2023,"21,772.60","21,782.70","21,887.50","21,418.70",312.04K,-0.07%
2/12/2023,"21,786.80","21,859.90","22,080.70","21,653.10",211.65K,-0.33%
2/11/2023,"21,859.80","21,627.40","21,902.90","21,605.30",182.07K,1.04%
2/10/2023,"21,635.00","21,792.50","21,933.60","21,491.70",352.79K,-0.72%
2/9/2023,"21,792.50","22,964.60","23,003.60","21,744.60",425.44K,-5.10%
2/8/2023,"22,964.60","23,251.70","23,425.10","22,691.70",289.12K,-1.23%
2/7/2023,"23,251.70","22,761.80","23,338.80","22,748.20",318.98K,2.15%
2/6/2023,"22,761.80","22,936.00","23,130.60","22,633.70",278.58K,-0.76%
2/5/2023,"22,936.00","23,326.90","23,423.40","22,766.50",217.26K,-1.66%
2/4/2023,"23,323.80","23,431.20","23,571.80","23,269.80",170.27K,-0.46%
2/3/2023,"23,431.20","23,429.10","23,694.10","23,233.80",349.36K,0.02%
2/2/2023,"23,427.60","23,726.20","24,207.20","23,398.10",382.86K,-1.26%
2/1/2023,"23,725.60","23,124.70","23,784.50","22,809.60",333.18K,2.60%
01/31/2023,"23,125.10","22,832.20","23,262.90","22,724.90",289.38K,1.28%
01/30/2023,"22,832.20","23,746.00","23,794.00","22,560.00",339.62K,-3.88%
01/29/2023,"23,753.10","23,023.50","23,952.90","22,973.30",320.86K,3.15%
01/28/2023,"23,027.90","23,074.60","23,182.30","22,889.80",156.96K,-0.20%
01/27/2023,"23,074.60","23,016.00","23,480.30","22,602.90",310.36K,0.25%
01/26/2023,"23,016.00","23,055.20","23,259.50","22,869.00",320.97K,-0.17%
01/25/2023,"23,055.10","22,632.50","23,779.00","22,366.30",388.18K,1.87%
01/24/2023,"22,632.50","22,916.30","23,156.10","22,517.10",334.17K,-1.23%
01/23/2023,"22,915.50","22,709.00","23,161.80","22,527.90",327.85K,0.91%
01/22/2023,"22,707.80","22,775.70","23,068.70","22,323.00",280.64K,-0.30%
01/21/2023,"22,775.70","22,677.50","23,304.50","22,461.10",382.69K,0.43%
01/20/2023,"22,677.20","21,074.90","22,718.50","20,879.30",373.74K,7.57%
01/19/2023,"21,081.20","20,670.60","21,169.40","20,669.70",275.76K,1.99%
01/18/2023,"20,670.60","21,137.10","21,584.10","20,448.30",388.67K,-2.21%
01/17/2023,"21,137.10","21,184.40","21,506.40","20,926.20",310.04K,-0.22%
01/16/2023,"21,184.20","20,880.10","21,416.80","20,698.90",337.46K,1.46%
01/15/2023,"20,879.80","20,956.00","21,032.20","20,585.70",205.80K,-0.37%
01/14/2023,"20,958.20","19,926.90","21,185.60","19,898.60",458.21K,5.17%
01/13/2023,"19,927.00","18,850.80","19,981.60","18,723.80",426.67K,5.71%
1/12/2023,"18,851.30","17,941.00","19,055.30","17,915.50",522.01K,5.07%
1/11/2023,"17,942.30","17,440.50","17,989.80","17,323.90",291.53K,2.89%
1/10/2023,"17,439.10","17,180.10","17,491.00","17,151.70",247.14K,1.51%
1/9/2023,"17,180.10","17,119.00","17,390.80","17,107.10",301.24K,0.36%
1/8/2023,"17,119.00","16,943.60","17,119.00","16,913.80",144.84K,1.04%
1/7/2023,"16,943.60","16,950.90","16,979.60","16,909.70",110.48K,-0.04%
1/6/2023,"16,950.90","16,829.80","17,012.30","16,707.60",233.47K,0.72%
1/5/2023,"16,829.80","16,852.20","16,877.90","16,772.30",178.96K,-0.13%
1/4/2023,"16,852.10","16,674.20","16,976.50","16,656.50",247.39K,1.07%
1/3/2023,"16,674.20","16,673.10","16,773.20","16,607.20",178.73K,0.00%
1/2/2023,"16,674.30","16,618.40","16,766.90","16,551.00",136.03K,0.34%
